@RELATION B

@ATTRIBUTE id STRING
@ATTRIBUTE value STRING
@ATTRIBUTE value2 STRING
@ATTRIBUTE value3 STRING

@DATA
2977,2977,215,215
2978,2978,216,216
2979,2979,217,217
2980,2980,218,218
2981,2981,219,219
2982,2982,220,220
2983,2983,221,221
2984,2984,222,222
2985,2985,223,223
2986,2986,224,224
2987,2987,225,225
2988,2988,226,226
2989,2989,227,227
2990,2990,228,228
2991,2991,229,229
2992,2992,230,230
2993,2993,231,231
2994,2994,232,232
2995,2995,233,233
2996,2996,234,234
2997,2997,235,235
2998,2998,236,236
2999,2999,237,237
3000,3000,238,238
3001,3001,239,239
3002,3002,240,240
3003,3003,241,241
3004,3004,242,242
3005,3005,243,243
3006,3006,244,244
3007,3007,245,245
3008,3008,246,246
3009,3009,247,247
3010,3010,248,248
3011,3011,249,249
3012,3012,250,250
3013,3013,0,0
3014,3014,1,1
3015,3015,2,2
3016,3016,3,3
3017,3017,4,4
3018,3018,5,5
3019,3019,6,6
3020,3020,7,7
3021,3021,8,8
3022,3022,9,9
3023,3023,10,10
3024,3024,11,11
3025,3025,12,12
3026,3026,13,13
3027,3027,14,14
3028,3028,15,15
3029,3029,16,16
3030,3030,17,17
3031,3031,18,18
3032,3032,19,19
3033,3033,20,20
3034,3034,21,21
3035,3035,22,22
3036,3036,23,23
3037,3037,24,24
3038,3038,25,25
3039,3039,26,26
3040,3040,27,27
3041,3041,28,28
3042,3042,29,29
3043,3043,30,30
3044,3044,31,31
3045,3045,32,32
3046,3046,33,33
3047,3047,34,34
3048,3048,35,35
3049,3049,36,36
3050,3050,37,37
3051,3051,38,38
3052,3052,39,39
3053,3053,40,40
3054,3054,41,41
3055,3055,42,42
3056,3056,43,43
3057,3057,44,44
3058,3058,45,45
3059,3059,46,46
3060,3060,47,47
3061,3061,48,48
3062,3062,49,49
3063,3063,50,50
3064,3064,51,51
3065,3065,52,52
3066,3066,53,53
3067,3067,54,54
3068,3068,55,55
3069,3069,56,56
3070,3070,57,57
3071,3071,58,58
3072,3072,59,59
3073,3073,60,60
3074,3074,61,61
3075,3075,62,62
3076,3076,63,63
3077,3077,64,64
3078,3078,65,65
3079,3079,66,66
3080,3080,67,67
3081,3081,68,68
3082,3082,69,69
3083,3083,70,70
3084,3084,71,71
3085,3085,72,72
3086,3086,73,73
3087,3087,74,74
3088,3088,75,75
3089,3089,76,76
3090,3090,77,77
3091,3091,78,78
3092,3092,79,79
3093,3093,80,80
3094,3094,81,81
3095,3095,82,82
3096,3096,83,83
3097,3097,84,84
3098,3098,85,85
3099,3099,86,86
3100,3100,87,87
3101,3101,88,88
3102,3102,89,89
3103,3103,90,90
3104,3104,91,91
3105,3105,92,92
3106,3106,93,93
3107,3107,94,94
3108,3108,95,95
3109,3109,96,96
3110,3110,97,97
3111,3111,98,98
3112,3112,99,99
3113,3113,100,100
3114,3114,101,101
3115,3115,102,102
3116,3116,103,103
3117,3117,104,104
3118,3118,105,105
3119,3119,106,106
3120,3120,107,107
3121,3121,108,108
3122,3122,109,109
3123,3123,110,110
3124,3124,111,111
3125,3125,112,112
3126,3126,113,113
3127,3127,114,114
3128,3128,115,115
3129,3129,116,116
3130,3130,117,117
3131,3131,118,118
3132,3132,119,119
3133,3133,120,120
3134,3134,121,121
3135,3135,122,122
3136,3136,123,123
3137,3137,124,124
3138,3138,125,125
3139,3139,126,126
3140,3140,127,127
3141,3141,128,128
3142,3142,129,129
3143,3143,130,130
3144,3144,131,131
3145,3145,132,132
3146,3146,133,133
3147,3147,134,134
3148,3148,135,135
3149,3149,136,136
3150,3150,137,137
3151,3151,138,138
3152,3152,139,139
3153,3153,140,140
3154,3154,141,141
3155,3155,142,142
3156,3156,143,143
3157,3157,144,144
3158,3158,145,145
3159,3159,146,146
3160,3160,147,147
3161,3161,148,148
3162,3162,149,149
3163,3163,150,150
3164,3164,151,151
3165,3165,152,152
3166,3166,153,153
3167,3167,154,154
3168,3168,155,155
3169,3169,156,156
3170,3170,157,157
3171,3171,158,158
3172,3172,159,159
3173,3173,160,160
3174,3174,161,161
3175,3175,162,162
3176,3176,163,163
3177,3177,164,164
3178,3178,165,165
3179,3179,166,166
3180,3180,167,167
3181,3181,168,168
3182,3182,169,169
3183,3183,170,170
3184,3184,171,171
3185,3185,172,172
3186,3186,173,173
3187,3187,174,174
3188,3188,175,175
3189,3189,176,176
3190,3190,177,177
3191,3191,178,178
3192,3192,179,179
3193,3193,180,180
3194,3194,181,181
3195,3195,182,182
3196,3196,183,183
3197,3197,184,184
3198,3198,185,185
3199,3199,186,186
3200,3200,187,187
3201,3201,188,188
3202,3202,189,189
3203,3203,190,190
3204,3204,191,191
3205,3205,192,192
3206,3206,193,193
3207,3207,194,194
3208,3208,195,195
3209,3209,196,196
3210,3210,197,197
3211,3211,198,198
3212,3212,199,199
3213,3213,200,200
3214,3214,201,201
3215,3215,202,202
3216,3216,203,203
3217,3217,204,204
3218,3218,205,205
3219,3219,206,206
3220,3220,207,207
3221,3221,208,208
3222,3222,209,209
3223,3223,210,210
3224,3224,211,211
3225,3225,212,212
3226,3226,213,213
3227,3227,214,214
3228,3228,215,215
3229,3229,216,216
3230,3230,217,217
3231,3231,218,218
3232,3232,219,219
3233,3233,220,220
3234,3234,221,221
3235,3235,222,222
3236,3236,223,223
3237,3237,224,224
3238,3238,225,225
3239,3239,226,226
3240,3240,227,227
3241,3241,228,228
3242,3242,229,229
3243,3243,230,230
3244,3244,231,231
3245,3245,232,232
3246,3246,233,233
3247,3247,234,234
3248,3248,235,235
3249,3249,236,236
3250,3250,237,237
3251,3251,238,238
3252,3252,239,239
3253,3253,240,240
3254,3254,241,241
3255,3255,242,242
3256,3256,243,243
3257,3257,244,244
3258,3258,245,245
3259,3259,246,246
3260,3260,247,247
3261,3261,248,248
3262,3262,249,249
3263,3263,250,250
3264,3264,0,0
3265,3265,1,1
3266,3266,2,2
3267,3267,3,3
3268,3268,4,4
3269,3269,5,5
3270,3270,6,6
3271,3271,7,7
3272,3272,8,8
3273,3273,9,9
3274,3274,10,10
3275,3275,11,11
3276,3276,12,12
3277,3277,13,13
3278,3278,14,14
3279,3279,15,15
3280,3280,16,16
3281,3281,17,17
3282,3282,18,18
3283,3283,19,19
3284,3284,20,20
3285,3285,21,21
3286,3286,22,22
3287,3287,23,23
3288,3288,24,24
3289,3289,25,25
3290,3290,26,26
3291,3291,27,27
3292,3292,28,28
3293,3293,29,29
3294,3294,30,30
3295,3295,31,31
3296,3296,32,32
3297,3297,33,33
3298,3298,34,34
3299,3299,35,35
3300,3300,36,36
3301,3301,37,37
3302,3302,38,38
3303,3303,39,39
3304,3304,40,40
3305,3305,41,41
3306,3306,42,42
3307,3307,43,43
3308,3308,44,44
3309,3309,45,45
3310,3310,46,46
3311,3311,47,47
3312,3312,48,48
3313,3313,49,49
3314,3314,50,50
3315,3315,51,51
3316,3316,52,52
3317,3317,53,53
3318,3318,54,54
3319,3319,55,55
3320,3320,56,56
3321,3321,57,57
3322,3322,58,58
3323,3323,59,59
3324,3324,60,60
3325,3325,61,61
3326,3326,62,62
3327,3327,63,63
3328,3328,64,64
3329,3329,65,65
3330,3330,66,66
3331,3331,67,67
3332,3332,68,68
3333,3333,69,69
3334,3334,70,70
3335,3335,71,71
3336,3336,72,72
3337,3337,73,73
3338,3338,74,74
3339,3339,75,75
3340,3340,76,76
3341,3341,77,77
3342,3342,78,78
3343,3343,79,79
3344,3344,80,80
3345,3345,81,81
3346,3346,82,82
3347,3347,83,83
3348,3348,84,84
3349,3349,85,85
3350,3350,86,86
3351,3351,87,87
3352,3352,88,88
3353,3353,89,89
3354,3354,90,90
3355,3355,91,91
3356,3356,92,92
3357,3357,93,93
3358,3358,94,94
3359,3359,95,95
3360,3360,96,96
3361,3361,97,97
3362,3362,98,98
3363,3363,99,99
3364,3364,100,100
3365,3365,101,101
3366,3366,102,102
3367,3367,103,103
3368,3368,104,104
3369,3369,105,105
3370,3370,106,106
3371,3371,107,107
3372,3372,108,108
3373,3373,109,109
3374,3374,110,110
3375,3375,111,111
3376,3376,112,112
3377,3377,113,113
3378,3378,114,114
3379,3379,115,115
3380,3380,116,116
3381,3381,117,117
3382,3382,118,118
3383,3383,119,119
3384,3384,120,120
3385,3385,121,121
3386,3386,122,122
3387,3387,123,123
3388,3388,124,124
3389,3389,125,125
3390,3390,126,126
3391,3391,127,127
3392,3392,128,128
3393,3393,129,129
3394,3394,130,130
3395,3395,131,131
3396,3396,132,132
3397,3397,133,133
3398,3398,134,134
3399,3399,135,135
3400,3400,136,136
3401,3401,137,137
3402,3402,138,138
3403,3403,139,139
3404,3404,140,140
3405,3405,141,141
3406,3406,142,142
3407,3407,143,143
3408,3408,144,144
3409,3409,145,145
3410,3410,146,146
3411,3411,147,147
3412,3412,148,148
3413,3413,149,149
3414,3414,150,150
3415,3415,151,151
3416,3416,152,152
3417,3417,153,153
3418,3418,154,154
3419,3419,155,155
3420,3420,156,156
3421,3421,157,157
3422,3422,158,158
3423,3423,159,159
3424,3424,160,160
3425,3425,161,161
3426,3426,162,162
3427,3427,163,163
3428,3428,164,164
3429,3429,165,165
3430,3430,166,166
3431,3431,167,167
3432,3432,168,168
3433,3433,169,169
3434,3434,170,170
3435,3435,171,171
3436,3436,172,172
3437,3437,173,173
3438,3438,174,174
3439,3439,175,175
3440,3440,176,176
3441,3441,177,177
3442,3442,178,178
3443,3443,179,179
3444,3444,180,180
3445,3445,181,181
3446,3446,182,182
3447,3447,183,183
3448,3448,184,184
3449,3449,185,185
3450,3450,186,186
3451,3451,187,187
3452,3452,188,188
3453,3453,189,189
3454,3454,190,190
3455,3455,191,191
3456,3456,192,192
3457,3457,193,193
3458,3458,194,194
3459,3459,195,195
3460,3460,196,196
3461,3461,197,197
3462,3462,198,198
3463,3463,199,199
3464,3464,200,200
3465,3465,201,201
3466,3466,202,202
3467,3467,203,203
3468,3468,204,204
3469,3469,205,205
3470,3470,206,206
3471,3471,207,207
3472,3472,208,208
3473,3473,209,209
3474,3474,210,210
3475,3475,211,211
3476,3476,212,212
3477,3477,213,213
3478,3478,214,214
3479,3479,215,215
3480,3480,216,216
3481,3481,217,217
3482,3482,218,218
3483,3483,219,219
3484,3484,220,220
3485,3485,221,221
3486,3486,222,222
3487,3487,223,223
3488,3488,224,224
3489,3489,225,225
3490,3490,226,226
3491,3491,227,227
3492,3492,228,228
3493,3493,229,229
3494,3494,230,230
3495,3495,231,231
3496,3496,232,232
3497,3497,233,233
3498,3498,234,234
3499,3499,235,235
3500,3500,236,236
3501,3501,237,237
3502,3502,238,238
3503,3503,239,239
3504,3504,240,240
3505,3505,241,241
3506,3506,242,242
3507,3507,243,243
3508,3508,244,244
3509,3509,245,245
3510,3510,246,246
3511,3511,247,247
3512,3512,248,248
3513,3513,249,249
3514,3514,250,250
3515,3515,0,0
3516,3516,1,1
3517,3517,2,2
3518,3518,3,3
3519,3519,4,4
3520,3520,5,5
3521,3521,6,6
3522,3522,7,7
3523,3523,8,8
3524,3524,9,9
3525,3525,10,10
3526,3526,11,11
3527,3527,12,12
3528,3528,13,13
3529,3529,14,14
3530,3530,15,15
3531,3531,16,16
3532,3532,17,17
3533,3533,18,18
3534,3534,19,19
3535,3535,20,20
3536,3536,21,21
3537,3537,22,22
3538,3538,23,23
3539,3539,24,24
3540,3540,25,25
3541,3541,26,26
3542,3542,27,27
3543,3543,28,28
3544,3544,29,29
3545,3545,30,30
3546,3546,31,31
3547,3547,32,32
3548,3548,33,33
3549,3549,34,34
3550,3550,35,35
3551,3551,36,36
3552,3552,37,37
3553,3553,38,38
3554,3554,39,39
3555,3555,40,40
3556,3556,41,41
3557,3557,42,42
3558,3558,43,43
3559,3559,44,44
3560,3560,45,45
3561,3561,46,46
3562,3562,47,47
3563,3563,48,48
3564,3564,49,49
3565,3565,50,50
3566,3566,51,51
3567,3567,52,52
3568,3568,53,53
3569,3569,54,54
3570,3570,55,55
3571,3571,56,56
3572,3572,57,57
3573,3573,58,58
3574,3574,59,59
3575,3575,60,60
3576,3576,61,61
3577,3577,62,62
3578,3578,63,63
3579,3579,64,64
3580,3580,65,65
3581,3581,66,66
3582,3582,67,67
3583,3583,68,68
3584,3584,69,69
3585,3585,70,70
3586,3586,71,71
3587,3587,72,72
3588,3588,73,73
3589,3589,74,74
3590,3590,75,75
3591,3591,76,76
3592,3592,77,77
3593,3593,78,78
3594,3594,79,79
3595,3595,80,80
3596,3596,81,81
3597,3597,82,82
3598,3598,83,83
3599,3599,84,84
3600,3600,85,85
3601,3601,86,86
3602,3602,87,87
3603,3603,88,88
3604,3604,89,89
3605,3605,90,90
3606,3606,91,91
3607,3607,92,92
3608,3608,93,93
3609,3609,94,94
3610,3610,95,95
3611,3611,96,96
3612,3612,97,97
3613,3613,98,98
3614,3614,99,99
3615,3615,100,100
3616,3616,101,101
3617,3617,102,102
3618,3618,103,103
3619,3619,104,104
3620,3620,105,105
3621,3621,106,106
3622,3622,107,107
3623,3623,108,108
3624,3624,109,109
3625,3625,110,110
3626,3626,111,111
3627,3627,112,112
3628,3628,113,113
3629,3629,114,114
3630,3630,115,115
3631,3631,116,116
3632,3632,117,117
3633,3633,118,118
3634,3634,119,119
3635,3635,120,120
3636,3636,121,121
3637,3637,122,122
3638,3638,123,123
3639,3639,124,124
3640,3640,125,125
3641,3641,126,126
3642,3642,127,127
3643,3643,128,128
3644,3644,129,129
3645,3645,130,130
3646,3646,131,131
3647,3647,132,132
3648,3648,133,133
3649,3649,134,134
3650,3650,135,135
3651,3651,136,136
3652,3652,137,137
3653,3653,138,138
3654,3654,139,139
3655,3655,140,140
3656,3656,141,141
3657,3657,142,142
3658,3658,143,143
3659,3659,144,144
3660,3660,145,145
3661,3661,146,146
3662,3662,147,147
3663,3663,148,148
3664,3664,149,149
3665,3665,150,150
3666,3666,151,151
3667,3667,152,152
3668,3668,153,153
3669,3669,154,154
3670,3670,155,155
3671,3671,156,156
3672,3672,157,157
3673,3673,158,158
3674,3674,159,159
3675,3675,160,160
3676,3676,161,161
3677,3677,162,162
3678,3678,163,163
3679,3679,164,164
3680,3680,165,165
3681,3681,166,166
3682,3682,167,167
3683,3683,168,168
3684,3684,169,169
3685,3685,170,170
3686,3686,171,171
3687,3687,172,172
3688,3688,173,173
3689,3689,174,174
3690,3690,175,175
3691,3691,176,176
3692,3692,177,177
3693,3693,178,178
3694,3694,179,179
3695,3695,180,180
3696,3696,181,181
3697,3697,182,182
3698,3698,183,183
3699,3699,184,184
3700,3700,185,185
3701,3701,186,186
3702,3702,187,187
3703,3703,188,188
3704,3704,189,189
3705,3705,190,190
3706,3706,191,191
3707,3707,192,192
3708,3708,193,193
3709,3709,194,194
3710,3710,195,195
3711,3711,196,196
3712,3712,197,197
3713,3713,198,198
3714,3714,199,199
3715,3715,200,200
3716,3716,201,201
3717,3717,202,202
3718,3718,203,203
3719,3719,204,204
3720,3720,205,205
3721,3721,206,206
3722,3722,207,207
3723,3723,208,208
3724,3724,209,209
3725,3725,210,210
3726,3726,211,211
3727,3727,212,212
3728,3728,213,213
3729,3729,214,214
3730,3730,215,215
3731,3731,216,216
3732,3732,217,217
3733,3733,218,218
3734,3734,219,219
3735,3735,220,220
3736,3736,221,221
3737,3737,222,222
3738,3738,223,223
3739,3739,224,224
3740,3740,225,225
3741,3741,226,226
3742,3742,227,227
3743,3743,228,228
3744,3744,229,229
3745,3745,230,230
3746,3746,231,231
3747,3747,232,232
3748,3748,233,233
3749,3749,234,234
3750,3750,235,235
3751,3751,236,236
3752,3752,237,237
3753,3753,238,238
3754,3754,239,239
3755,3755,240,240
3756,3756,241,241
3757,3757,242,242
3758,3758,243,243
3759,3759,244,244
3760,3760,245,245
3761,3761,246,246
3762,3762,247,247
3763,3763,248,248
3764,3764,249,249
3765,3765,250,250
3766,3766,0,0
3767,3767,1,1
3768,3768,2,2
3769,3769,3,3
3770,3770,4,4
3771,3771,5,5
3772,3772,6,6
3773,3773,7,7
3774,3774,8,8
3775,3775,9,9
3776,3776,10,10
3777,3777,11,11
3778,3778,12,12
3779,3779,13,13
3780,3780,14,14
3781,3781,15,15
3782,3782,16,16
3783,3783,17,17
3784,3784,18,18
3785,3785,19,19
3786,3786,20,20
3787,3787,21,21
3788,3788,22,22
3789,3789,23,23
3790,3790,24,24
3791,3791,25,25
3792,3792,26,26
3793,3793,27,27
3794,3794,28,28
3795,3795,29,29
3796,3796,30,30
3797,3797,31,31
3798,3798,32,32
3799,3799,33,33
3800,3800,34,34
3801,3801,35,35
3802,3802,36,36
3803,3803,37,37
3804,3804,38,38
3805,3805,39,39
3806,3806,40,40
3807,3807,41,41
3808,3808,42,42
3809,3809,43,43
3810,3810,44,44
3811,3811,45,45
3812,3812,46,46
3813,3813,47,47
3814,3814,48,48
3815,3815,49,49
3816,3816,50,50
3817,3817,51,51
3818,3818,52,52
3819,3819,53,53
3820,3820,54,54
3821,3821,55,55
3822,3822,56,56
3823,3823,57,57
3824,3824,58,58
3825,3825,59,59
3826,3826,60,60
3827,3827,61,61
3828,3828,62,62
3829,3829,63,63
3830,3830,64,64
3831,3831,65,65
3832,3832,66,66
3833,3833,67,67
3834,3834,68,68
3835,3835,69,69
3836,3836,70,70
3837,3837,71,71
3838,3838,72,72
3839,3839,73,73
3840,3840,74,74
3841,3841,75,75
3842,3842,76,76
3843,3843,77,77
3844,3844,78,78
3845,3845,79,79
3846,3846,80,80
3847,3847,81,81
3848,3848,82,82
3849,3849,83,83
3850,3850,84,84
3851,3851,85,85
3852,3852,86,86
3853,3853,87,87
3854,3854,88,88
3855,3855,89,89
3856,3856,90,90
3857,3857,91,91
3858,3858,92,92
3859,3859,93,93
3860,3860,94,94
3861,3861,95,95
3862,3862,96,96
3863,3863,97,97
3864,3864,98,98
3865,3865,99,99
3866,3866,100,100
3867,3867,101,101
3868,3868,102,102
3869,3869,103,103
3870,3870,104,104
3871,3871,105,105
3872,3872,106,106
3873,3873,107,107
3874,3874,108,108
3875,3875,109,109
3876,3876,110,110
3877,3877,111,111
3878,3878,112,112
3879,3879,113,113
3880,3880,114,114
3881,3881,115,115
3882,3882,116,116
3883,3883,117,117
3884,3884,118,118
3885,3885,119,119
3886,3886,120,120
3887,3887,121,121
3888,3888,122,122
3889,3889,123,123
3890,3890,124,124
3891,3891,125,125
3892,3892,126,126
3893,3893,127,127
3894,3894,128,128
3895,3895,129,129
3896,3896,130,130
3897,3897,131,131
3898,3898,132,132
3899,3899,133,133
3900,3900,134,134
3901,3901,135,135
3902,3902,136,136
3903,3903,137,137
3904,3904,138,138
3905,3905,139,139
3906,3906,140,140
3907,3907,141,141
3908,3908,142,142
3909,3909,143,143
3910,3910,144,144
3911,3911,145,145
3912,3912,146,146
3913,3913,147,147
3914,3914,148,148
3915,3915,149,149
3916,3916,150,150
3917,3917,151,151
3918,3918,152,152
3919,3919,153,153
3920,3920,154,154
3921,3921,155,155
3922,3922,156,156
3923,3923,157,157
3924,3924,158,158
3925,3925,159,159
3926,3926,160,160
3927,3927,161,161
3928,3928,162,162
3929,3929,163,163
3930,3930,164,164
3931,3931,165,165
3932,3932,166,166
3933,3933,167,167
3934,3934,168,168
3935,3935,169,169
3936,3936,170,170
3937,3937,171,171
3938,3938,172,172
3939,3939,173,173
3940,3940,174,174
3941,3941,175,175
3942,3942,176,176
3943,3943,177,177
3944,3944,178,178
3945,3945,179,179
3946,3946,180,180
3947,3947,181,181
3948,3948,182,182
3949,3949,183,183
3950,3950,184,184
3951,3951,185,185
3952,3952,186,186
3953,3953,187,187
3954,3954,188,188
3955,3955,189,189
3956,3956,190,190
3957,3957,191,191
3958,3958,192,192
3959,3959,193,193
3960,3960,194,194
3961,3961,195,195
3962,3962,196,196
3963,3963,197,197
3964,3964,198,198
3965,3965,199,199
3966,3966,200,200
3967,3967,201,201
3968,3968,202,202
3969,3969,203,203
3970,3970,204,204
3971,3971,205,205
3972,3972,206,206
3973,3973,207,207
3974,3974,208,208
3975,3975,209,209
3976,3976,210,210
3977,3977,211,211
3978,3978,212,212
3979,3979,213,213
3980,3980,214,214
3981,3981,215,215
3982,3982,216,216
3983,3983,217,217
3984,3984,218,218
3985,3985,219,219
3986,3986,220,220
3987,3987,221,221
3988,3988,222,222
3989,3989,223,223
3990,3990,224,224
3991,3991,225,225
3992,3992,226,226
3993,3993,227,227
3994,3994,228,228
3995,3995,229,229
3996,3996,230,230
3997,3997,231,231
3998,3998,232,232
3999,3999,233,233
4000,4000,234,234
4001,4001,235,235
4002,4002,236,236
4003,4003,237,237
4004,4004,238,238
4005,4005,239,239
4006,4006,240,240
4007,4007,241,241
4008,4008,242,242
4009,4009,243,243
4010,4010,244,244
4011,4011,245,245
4012,4012,246,246
4013,4013,247,247
4014,4014,248,248
4015,4015,249,249
4016,4016,250,250
4017,4017,0,0
4018,4018,1,1
4019,4019,2,2
4020,4020,3,3
4021,4021,4,4
4022,4022,5,5
4023,4023,6,6
4024,4024,7,7
4025,4025,8,8
4026,4026,9,9
4027,4027,10,10
4028,4028,11,11
4029,4029,12,12
4030,4030,13,13
4031,4031,14,14
4032,4032,15,15
4033,4033,16,16
4034,4034,17,17
4035,4035,18,18
4036,4036,19,19
4037,4037,20,20
4038,4038,21,21
4039,4039,22,22
4040,4040,23,23
4041,4041,24,24
4042,4042,25,25
4043,4043,26,26
4044,4044,27,27
4045,4045,28,28
4046,4046,29,29
4047,4047,30,30
4048,4048,31,31
4049,4049,32,32
4050,4050,33,33
4051,4051,34,34
4052,4052,35,35
4053,4053,36,36
4054,4054,37,37
4055,4055,38,38
4056,4056,39,39
4057,4057,40,40
4058,4058,41,41
4059,4059,42,42
4060,4060,43,43
4061,4061,44,44
4062,4062,45,45
4063,4063,46,46
4064,4064,47,47
4065,4065,48,48
4066,4066,49,49
4067,4067,50,50
4068,4068,51,51
4069,4069,52,52
4070,4070,53,53
4071,4071,54,54
4072,4072,55,55
4073,4073,56,56
4074,4074,57,57
4075,4075,58,58
4076,4076,59,59
4077,4077,60,60
4078,4078,61,61
4079,4079,62,62
4080,4080,63,63
4081,4081,64,64
4082,4082,65,65
4083,4083,66,66
4084,4084,67,67
4085,4085,68,68
4086,4086,69,69
4087,4087,70,70
4088,4088,71,71
4089,4089,72,72
4090,4090,73,73
4091,4091,74,74
4092,4092,75,75
4093,4093,76,76
4094,4094,77,77
4095,4095,78,78
4096,4096,79,79
4097,4097,80,80
4098,4098,81,81
4099,4099,82,82
4100,4100,83,83
4101,4101,84,84
4102,4102,85,85
4103,4103,86,86
4104,4104,87,87
4105,4105,88,88
4106,4106,89,89
4107,4107,90,90
4108,4108,91,91
4109,4109,92,92
4110,4110,93,93
4111,4111,94,94
4112,4112,95,95
4113,4113,96,96
4114,4114,97,97
4115,4115,98,98
4116,4116,99,99
4117,4117,100,100
4118,4118,101,101
4119,4119,102,102
4120,4120,103,103
4121,4121,104,104
4122,4122,105,105
4123,4123,106,106
4124,4124,107,107
4125,4125,108,108
4126,4126,109,109
4127,4127,110,110
4128,4128,111,111
4129,4129,112,112
4130,4130,113,113
4131,4131,114,114
4132,4132,115,115
4133,4133,116,116
4134,4134,117,117
4135,4135,118,118
4136,4136,119,119
4137,4137,120,120
4138,4138,121,121
4139,4139,122,122
4140,4140,123,123
4141,4141,124,124
4142,4142,125,125
4143,4143,126,126
4144,4144,127,127
4145,4145,128,128
4146,4146,129,129
4147,4147,130,130
4148,4148,131,131
4149,4149,132,132
4150,4150,133,133
4151,4151,134,134
4152,4152,135,135
4153,4153,136,136
4154,4154,137,137
4155,4155,138,138
4156,4156,139,139
4157,4157,140,140
4158,4158,141,141
4159,4159,142,142
4160,4160,143,143
4161,4161,144,144
4162,4162,145,145
4163,4163,146,146
4164,4164,147,147
4165,4165,148,148
4166,4166,149,149
4167,4167,150,150
4168,4168,151,151
4169,4169,152,152
4170,4170,153,153
4171,4171,154,154
4172,4172,155,155
4173,4173,156,156
4174,4174,157,157
4175,4175,158,158
4176,4176,159,159
4177,4177,160,160
4178,4178,161,161
4179,4179,162,162
4180,4180,163,163
4181,4181,164,164
4182,4182,165,165
4183,4183,166,166
4184,4184,167,167
4185,4185,168,168
4186,4186,169,169
4187,4187,170,170
4188,4188,171,171
4189,4189,172,172
4190,4190,173,173
4191,4191,174,174
4192,4192,175,175
4193,4193,176,176
4194,4194,177,177
4195,4195,178,178
4196,4196,179,179
4197,4197,180,180
4198,4198,181,181
4199,4199,182,182
4200,4200,183,183
4201,4201,184,184
4202,4202,185,185
4203,4203,186,186
4204,4204,187,187
4205,4205,188,188
4206,4206,189,189
4207,4207,190,190
4208,4208,191,191
4209,4209,192,192
4210,4210,193,193
4211,4211,194,194
4212,4212,195,195
4213,4213,196,196
4214,4214,197,197
4215,4215,198,198
4216,4216,199,199
4217,4217,200,200
4218,4218,201,201
4219,4219,202,202
4220,4220,203,203
4221,4221,204,204
4222,4222,205,205
4223,4223,206,206
4224,4224,207,207
4225,4225,208,208
4226,4226,209,209
4227,4227,210,210
4228,4228,211,211
4229,4229,212,212
4230,4230,213,213
4231,4231,214,214
4232,4232,215,215
4233,4233,216,216
4234,4234,217,217
4235,4235,218,218
4236,4236,219,219
4237,4237,220,220
4238,4238,221,221
4239,4239,222,222
4240,4240,223,223
4241,4241,224,224
4242,4242,225,225
4243,4243,226,226
4244,4244,227,227
4245,4245,228,228
4246,4246,229,229
4247,4247,230,230
4248,4248,231,231
4249,4249,232,232
4250,4250,233,233
4251,4251,234,234
4252,4252,235,235
4253,4253,236,236
4254,4254,237,237
4255,4255,238,238
4256,4256,239,239
4257,4257,240,240
4258,4258,241,241
4259,4259,242,242
4260,4260,243,243
4261,4261,244,244
4262,4262,245,245
4263,4263,246,246
4264,4264,247,247
4265,4265,248,248
4266,4266,249,249
4267,4267,250,250
4268,4268,0,0
4269,4269,1,1
4270,4270,2,2
4271,4271,3,3
4272,4272,4,4
4273,4273,5,5
4274,4274,6,6
4275,4275,7,7
4276,4276,8,8
4277,4277,9,9
4278,4278,10,10
4279,4279,11,11
4280,4280,12,12
4281,4281,13,13
4282,4282,14,14
4283,4283,15,15
4284,4284,16,16
4285,4285,17,17
4286,4286,18,18
4287,4287,19,19
4288,4288,20,20
4289,4289,21,21
4290,4290,22,22
4291,4291,23,23
4292,4292,24,24
4293,4293,25,25
4294,4294,26,26
4295,4295,27,27
4296,4296,28,28
4297,4297,29,29
4298,4298,30,30
4299,4299,31,31
4300,4300,32,32
4301,4301,33,33
4302,4302,34,34
4303,4303,35,35
4304,4304,36,36
4305,4305,37,37
4306,4306,38,38
4307,4307,39,39
4308,4308,40,40
4309,4309,41,41
4310,4310,42,42
4311,4311,43,43
4312,4312,44,44
4313,4313,45,45
4314,4314,46,46
4315,4315,47,47
4316,4316,48,48
4317,4317,49,49
4318,4318,50,50
4319,4319,51,51
4320,4320,52,52
4321,4321,53,53
4322,4322,54,54
4323,4323,55,55
4324,4324,56,56
4325,4325,57,57
4326,4326,58,58
4327,4327,59,59
4328,4328,60,60
4329,4329,61,61
4330,4330,62,62
4331,4331,63,63
4332,4332,64,64
4333,4333,65,65
4334,4334,66,66
4335,4335,67,67
4336,4336,68,68
4337,4337,69,69
4338,4338,70,70
4339,4339,71,71
4340,4340,72,72
4341,4341,73,73
4342,4342,74,74
4343,4343,75,75
4344,4344,76,76
4345,4345,77,77
4346,4346,78,78
4347,4347,79,79
4348,4348,80,80
4349,4349,81,81
4350,4350,82,82
4351,4351,83,83
4352,4352,84,84
4353,4353,85,85
4354,4354,86,86
4355,4355,87,87
4356,4356,88,88
4357,4357,89,89
4358,4358,90,90
4359,4359,91,91
4360,4360,92,92
4361,4361,93,93
4362,4362,94,94
4363,4363,95,95
4364,4364,96,96
4365,4365,97,97
4366,4366,98,98
4367,4367,99,99
4368,4368,100,100
